belief-desire-2,1,2,2,41,911,1.8650133609771729,0.36,4
belief-desire-2,2,3,2,52,1930,4.445897579193115,0.50,13
belief-desire-2,3,3,2,52,1930,4.509646654129028,0.51,3
belief-desire-2,4,3,2,52,1930,4.458887815475464,0.50,4
belief-desire-2,5,3,2,52,1930,4.40441107749939,0.50,1
belief-desire-2,6,3,2,52,1930,4.469849109649658,0.51,8
belief-desire-2,7,3,2,52,1930,4.476937294006348,0.49,1
belief-desire-2,8,3,2,52,1930,4.389660120010376,0.50,14
belief-desire-2,9,4,3,63,52485,31.37640070915222,1.39,16
belief-desire-2,10,5,3,74,101120,59.93464708328247,3.09,16
