full-bdi,1,2,2,43,3518,24.097156763076782,11.17,12
full-bdi,2,3,2,70,13136,194.66500878334045,17.79,4
full-bdi,3,3,2,70,13136,190.6410014629364,17.60,6
full-bdi,4,3,2,70,13136,192.50320386886597
full-bdi,5,3,2,80,15892,197.68735527992249
full-bdi,6,3,2,80,15892,198.7392497062683
full-bdi,1,2,2,43,3518,23.198960542678833,11.12,12
full-bdi,4,3,2,70,13136,195.11660242080688
full-bdi,4,3,2,70,13136,206.5415153503418,18.27,5
full-bdi,4,3,2,70,13136,208.4941565990448,8.65,5
full-bdi,4,3,2,70,13136,187.97523307800293,installation,5
full-bdi,4,3,2,70,13136,191.8426423072815,7.57,5
full-bdi,4,3,2,70,13136,191.50666689872742,,5
full-bdi,4,3,2,70,13136,4.71018385887146
full-bdi,4,3,2,70,13136,5.410915851593018
full-bdi,4,3,2,70,13136,4.255079507827759,0.42,1
full-bdi,4,3,2,70,13136,4.0413408279418945,,1
full-bdi,4,3,2,70,13136,4.419385194778442,0.43,1
full-bdi,4,3,2,70,13136,4.504004001617432,0.42,1
full-bdi,4,3,2,70,13136,4.335411548614502,0.42,7
full-bdi,4,3,2,70,13136,52.131773471832275,12.17,7
full-bdi,1,2,2,43,3518,8.471955060958862,,12
full-bdi,2,3,2,70,13136,50.22366285324097,,4
full-bdi,3,3,2,70,13136,50.55148458480835,,6
full-bdi,4,3,2,70,13136,49.84838366508484,,7
full-bdi,5,3,2,80,15892,50.20197248458862,,7
full-bdi,5,3,2,80,15892,53.50752115249634
full-bdi,5,3,2,80,15892,54.70879888534546,12.21,14
