full-bdi-1,7,3,2,920,15983,236.48038506507874
full-bdi-1,7,3,2,920,15983,235.33028030395508
full-bdi-1,7,3,2,920,15983,11.034961223602295,0.50,2
full-bdi-1,7,3,2,920,15983,11.00162649154663,0.49,4
full-bdi-1,7,3,2,920,15983,10.93893837928772,0.55,4
full-bdi-1,7,3,2,920,15983,11.176590919494629
full-bdi-1,7,3,2,920,15983,10.957811117172241
full-bdi-1,7,3,2,920,15983,241.69492602348328,19.12,7
full-bdi-1,7,3,2,920,15983,238.19371891021729,19.32,7
full-bdi-1,8,3,2,920,15983,246.88003277778625
full-bdi-1,8,3,2,920,15983,245.9242401123047
full-bdi-1,8,3,2,920,15983,241.21639394760132,19.29,3
full-bdi-1,8,3,2,920,15983,242.50540471076965,19.32,5
full-bdi-1,9,4,2,1800,39258,941.730859041214,50.81,3
